,gender,urban_rural,internet_access_hours,family_income_level,brain_rot_level,attention_span_minutes,academic_motivation,education_level,short_video_hours,social_media_hours
7451,Female,Urban,5897096942,Low,Low,5257456876.257233,744766771,Graduate,0760867444,1905003384
7452,Male,Urban,4769791876,Low,Low,5804426115,5387034148,Graduate,0997117594,2276094449
7453,Male,Rural,7847321863,Low,Low,5257456876.257233,9112825994,Graduate,140593554,4286288916
7454,Female,Urban,3036223535,Low,Low,5102413223,6937275802,School,2122380396,3962030219
7455,Male,Rural,7108776131,Low,Low,5014348201,536764931,Dropout,2417806794,4907742449
7456,Female,Rural,6641364056,High,Low,5835588752,6620536344,Graduate,1544590774,3066408079
7457,Male,Urban,4504851758,High,Low,5869188499,4387963996,School,1428237488,2484520957
7458,Female,Rural,606727367,Low,Low,4895402812,4518336034,Dropout,12362654,3149711283
7459,Male,Urban,6599181811,Low,Low,4687605989,3660517501,Graduate,0939391854,2552171014
7460,Male,Rural,3217912731,Low,Low,5393709711,4360429573,School,1177201618,2398456226
7461,Female,Urban,4979338943,Middle,Low,5054955407,3722520057,Dropout,1813852704,316371843
7462,Female,Urban,4163098934,Low,Low,5257456876.257233,8063818337,Diploma,1242111372,2726720483
7463,Female,Urban,5163663075,Middle,Low,5257456876.257233,7729935701,Postgraduate,1222143347,3626665473
7464,Male,Rural,4644605525,Middle,Low,5660810666,6906585733,School,1295080332,2574733166
7465,Male,Urban,587681052,Middle,Low,4975431594,5423997661,Diploma,1491451819,3953090002
7466,Male,Urban,7842777158,Low,Low,5743312164,6453177371,School,0724831688,2307443137
7467,Male,Urban,5521679287,Middle,Low,5257456876.257233,3631493996,Dropout,1352708767,4298870092
7468,Female,Urban,4060355493,Middle,Low,5767092354,7012248996,Diploma,1776830132,3497587275
7469,Male,Rural,4148413272,Middle,Low,5257456876.257233,6108802402,Diploma,1897423777,3397488057
7470,Male,Urban,5010327678,High,Low,5257456876.257233,6105139226,Graduate,1000767903,1965247744
7471,Male,Rural,6246100596,Low,Low,4484925268,4204617503,Diploma,1506340836,4333838936
7472,Female,Urban,5766122014,High,Low,5140230834,3475284827,Graduate,1246480281,3847459834
7473,Male,Urban,2934731411,Middle,Low,5251271335,641600304,Graduate,1513963962,297939816
7474,Male,Urban,4607003016,Middle,Low,4799806729,4236288126,Diploma,1390591187,3796173455
7475,Male,Rural,6193222159,High,Low,5603365597,4883889145,Postgraduate,1224664749,3214900086
7476,Male,Urban,6421300806,Middle,Low,5421325096,5004947924,School,1013741482,2689803212
7477,Male,Rural,4648032252,Middle,Low,5257456876.257233,8964976309,Graduate,1778805496,364055448
7478,Female,Rural,4740461128,Middle,Low,5742334449,5302491977,School,1216174685,3243839926
7479,Female,Rural,05,High,Low,5542628367,7306032338,Diploma,0204976597,0487883996
7480,Male,Urban,6487384517,Middle,Low,5377624471,8209892916,Postgraduate,2099665584,4193744841
7481,Female,Rural,6385773429,Middle,Moderate,5038244435,4178036738,Diploma,2631176276,4974593637
7482,Female,Urban,3589196329,Low,Low,5940686566,6819464317,Graduate,1445583307,2886940477
7483,Female,Rural,6291813082,Low,Low,5257456876.257233,4954615242,Graduate,2164867208,3671631936
7484,Female,Rural,7015500102,High,Low,5436062269,5814477107,Diploma,1800605836,4191077991
7485,Female,Urban,6313316525,Low,Low,4429597006,6111735243,School,2074271561,3571930772
7486,Female,Urban,5610467594,Low,Low,5583096315,5485790503,School,1198828301,2804947858
7487,Male,Rural,5283204207,Low,Low,5577767509,7766342797,Graduate,1305991966,3725751835
7488,Female,Urban,405925831,Low,Low,5642963372,8119031569,Diploma,1319767723,2556051325
7489,Female,Rural,6832758568,Low,Low,5793788156,6432991769,School,1376048305,2612112855
7490,Male,Urban,4393387428,Low,Low,5257456876.257233,8071262375,PhD,0892831019,2086968021
7491,Female,Urban,4868412086,Low,Moderate,3603852977,10,Dropout,2657493766,4697932183
7492,Female,Urban,5197842244,Middle,Moderate,4718628084,4376336794,School,1666443113,4019972948
7493,Male,Rural,61912436,Middle,Low,5015998994,2292359111,Diploma,1278281471,3046521844
7494,Female,Rural,5466545063,Low,Low,5453265467,5002142816,Graduate,2459565961,4339565237
7495,Female,Urban,7615676113,Middle,Low,4737878561,3672741751,Dropout,1901750853,5127616787
7496,Female,Rural,6179184206,Low,Low,5553543232,8525103588,Graduate,1647202832,3792000009
7497,Female,Urban,7324400741,High,Moderate,5085611009,7272117254,School,3513929884,6020381997
7498,Male,Urban,3136459639,High,Low,4866199824,555071707,Postgraduate,1459562884,2676829329
7499,Female,Rural,4327196774,Middle,Low,5146288235,4885959894,Diploma,0904335186,2320116854
7500,Male,Rural,5085175791,Middle,Low,4994762113,5860758709,Graduate,2593580792,434136572
7501,Female,Urban,2870128771,Middle,Low,5856488545,4596975237,School,1042140377,2468568697
7502,Male,Rural,7016111297,High,Low,5019937232,5600516628,Graduate,2223724884,4025804752
7503,Female,Rural,5114303805,Middle,Low,5742939573,3566198324,Dropout,1558936017,384347064
7504,Male,Rural,5902868978,Low,Low,4565430072,3348163795,School,2430443557,4937245754
7505,Male,Rural,3562104351,High,Low,5257456876.257233,4515852206,School,1213545424,2251471047
7506,Female,Rural,6676934754,Middle,Moderate,5154834059,728660946,Diploma,269953125,6115233576
7507,Male,Urban,3151748697,Low,Low,4382740604,10,Dropout,1200243628,2342642131
7508,Male,Urban,6162115709,High,Low,5537064899,5324064841,Graduate,1025783553,2605302529
7509,Female,Urban,7678582572,Low,Moderate,4119598282,4211404113,Diploma,1365593703.2115192,6471507994
7510,Female,Rural,2539417197,Middle,Low,5257456876.257233,8731291634,School,0703239615,1429420789
7511,Female,Rural,5048979595,Middle,Low,5726312994,6842809817,School,1263405615,4205401275
7512,Male,Rural,3595204143,Middle,Low,5314646374,4990476786,School,1099612198,312814212
7513,Female,Urban,5448350679,High,Moderate,5166127152,6545019705,Postgraduate,1662747961,3308965534
7514,Female,Urban,5468796523,Middle,Moderate,5154999381,4163488658,School,2647076563,5694865642
7515,Female,Urban,4543016428,Middle,Low,5679476195,7671298333,Postgraduate,2129058269,358696403
7516,Female,Rural,1823692343,Low,,5257456876.257233,545341192,School,0366991723,1065852362
7517,Male,Rural,4704048867,Low,Low,4732684057,10,Dropout,1771366652,2986469945
7518,Female,Urban,4258281098,High,Low,5111827899,4721473629,School,1483662569,2946401806
7519,Male,Urban,6800219281,High,Low,5268450318,52017659,School,2818577407,5117197371
7520,Male,Urban,6033841273,Middle,Low,5825024889,6789632933,School,3015818228,5068956919
7521,Male,Rural,3617657323,High,Low,4889795616,1523765348,School,1472237475,4121338951
7522,Male,Urban,3891868679,Low,Low,5675507983,8115911905,Graduate,1607878508,2902926637
7523,Female,Rural,5971213552,Low,Moderate,4417952627,1329047198,School,1857107848,4333614351
7524,Male,Urban,7347075666,High,Low,5440151468,5693598692,Graduate,1503225159,3550919795
7525,Female,Rural,5944763437,Middle,Low,5027759749,4463723597,Graduate,1514524344,3960675827
7526,Male,Rural,5092375095,Middle,Low,4747192061,3449970701,Dropout,1316590249,3216997088
7527,Male,Urban,5353596365,Middle,Low,5376385287,3556001411,Diploma,1246188012,2837736316
7528,Male,Rural,6896439525,Low,Low,5270795044,4467357126,School,3070936348,5507799109
7529,Male,Urban,4062007794,Middle,Low,5712495499,6809287906,Diploma,0777341225,1859069741
7530,Female,Urban,4019813892,High,Low,5255816416,4062347224,School,1228946271,3111439831
7531,Male,Urban,7332320103,Middle,Low,5770285618,9295158977,Graduate,2046986403,4050887866
7532,Female,Urban,5405503897,Middle,Low,5257456876.257233,6064677681,Diploma,1876602138,3217791857
7533,Female,Rural,5652898972,Middle,Low,5257456876.257233,100,PhD,0753822153,2341437803
7534,Male,Rural,5048917635,Low,Low,4946039442,4259754592,School,2376575344,5262192135
7535,Male,Rural,5293051982,Low,Low,5346836378,6065198146,Diploma,086197375,2830244213
7536,Female,Rural,2866561274,Low,Low,4957335891,3795759274,Dropout,1071253289,3018169375
7537,Male,Urban,7356817447,Middle,Low,5257456876.257233,4397618429,School,2624204118,5109031021
7538,Male,Urban,6077746529,High,Low,5262249692,2903124693,School,2768905542,4833834036
7539,Female,Urban,818580127,High,Low,5841324817,5491955651,School,170774727,5166786935
7540,Female,Rural,6842452391,Middle,Low,5626437388,578412091,Postgraduate,1870161527,4838096402
7541,Male,Urban,6365029168,Low,Low,4965473556,3291916058,Dropout,213760475,4206943633
7542,Male,Urban,5125977665,Low,Low,5257456876.257233,6914526682,Graduate,1212465415,3397162589
7543,Female,Rural,4214133298,Middle,Low,4923116774,2623565163,Dropout,1626475586,3564721884
7544,Female,Rural,4389718707,Middle,Low,5257456876.257233,6639377762,Diploma,2612435014,4688439315
7545,Female,Rural,6887345052,Middle,Moderate,4242594382,5427413374,Dropout,2639299314,5865846752
7546,Male,Urban,6242941895,Middle,Moderate,5257456876.257233,4334816669,Graduate,2075515278,4650758491
7547,Female,Rural,6074468144,Low,Low,5303667466,5340074165,Graduate,1240543802,389922054
7548,Male,Urban,3292617102,Low,Low,5257456876.257233,6292554744,School,1153166411,267225214
7549,Male,Urban,5245566985,Low,Low,5615406489,8929874542,Graduate,1854918537,5094474317
7550,Female,Rural,5237385682,Low,Low,5257456876.257233,575546347,Graduate,2045278393,4068920815
7551,Male,Rural,4816643731,Low,Low,5257456876.257233,5361440182,School,107535075,2588398219
7552,Male,Rural,6244614941,High,Low,5503802879,464499547,School,0985010107,2321278415
7553,Female,Urban,5454840966,High,Low,5257456876.257233,1625849497,Dropout,207752407,6231465278
7554,Female,Urban,5564839305,Low,Low,4803755271,385987084,Dropout,1988360875,3689428084
7555,Female,Urban,3898188985,Middle,Low,5594754283,4307498299,Dropout,1129053293,289832803
7556,Male,Rural,4776016875,Middle,Low,5257456876.257233,5856161901,Graduate,0965932538,2660234523
7557,Female,Urban,4001481091,High,Low,5076677933,4667310837,Diploma,1124585264,1969252421
7558,Male,Rural,3603146181,Middle,Low,5383078592,5164231108,School,091992816,2780847853
7559,Female,Rural,502031525,Low,Moderate,5743584252,6599066697,School,2063925289,6790784296
7560,Female,Urban,4686333258,Low,Low,5013189085,129312089,Dropout,1487637722,3323082329
7561,Female,Rural,9785567209,Middle,Moderate,4545332399,3030466144,Dropout,289883004,7056835252
7562,Male,Urban,6699508039,Middle,Moderate,5005053753,6950659919,School,2149778268,4618783428
7563,Male,Urban,7788951235,Middle,Low,4977170211,4198403971,School,1753069255,3477867319
7564,Male,Urban,6336866262,Low,Low,5817052884,7624106655,School,2777432783,5137779334
7565,Female,Urban,2689025509,Low,Low,5972829313,629769419,Diploma,0972453604,1875695212
7566,Female,Rural,5882674829,Low,Low,4890878057,3701494826,School,2356608684,4499964986
7567,Female,Rural,4907371167,Low,Low,5579238492,5001244073,Graduate,0790872327,2473207351
7568,Male,Urban,4435481494,Middle,Low,5444812243,6927530279,School,1169107558,2729176908
7569,Male,Rural,3144591365,Low,Low,4855244234,2663066045,Diploma,121827753,2201976386
7570,Female,Rural,6878277357,Middle,Low,4886693451,4270635318,Diploma,1076674304,310658041
7571,Female,Rural,5562552388,Middle,Low,4754259125,4115911642,School,2691304418,4504708555
7572,Male,Rural,5053327585,Middle,Low,5539723619,8210698985,Graduate,1162937467,2261465361
7573,Female,Urban,5175455396,High,Moderate,4933489681,5218205674,School,1349672286,4204569634
7574,Female,Urban,5053720795,Low,Low,5473358143,5766960167,School,1506613545,3881242904
7575,Female,Urban,646220484,Middle,Low,4968889509,401860188,Diploma,2899830956,5407391303
7576,Female,Urban,644610123,Low,Low,5759567704,6198921354,Diploma,1430354542,3870388073
7577,Male,Urban,5332982987,Low,Low,4794377438,4097659898,Postgraduate,1173028819,2677043756
7578,Female,Rural,762942903,Low,Low,5848159605,5250531026,School,207748432,4330741956
7579,Female,Rural,6680928097,Low,Low,4660095198,4164755699,Diploma,1435490305,4397349397
7580,Male,Urban,5803781511,Middle,Low,5400871216,5675782929,Dropout,2670129376,5360429903
7581,Male,Urban,3850201097,Middle,Low,4914713679,2917589581,School,1317593297,398460049
7582,Female,Urban,2774135738,Middle,Low,5548005388,4496321315,Diploma,0670715307,2071880536
7583,Male,Urban,5509513893,High,Low,5409207706,3558885968,School,1084534212,3478806302
7584,Female,Rural,5183426391,Middle,Low,5257456876.257233,8926366516,Postgraduate,0560782156,1632726051
7585,Male,Urban,5992908427,High,Moderate,5641616494,7751053428,Diploma,2320483121,4856255102
7586,Female,Rural,6244642724,Low,Low,4990276319,509365577,School,1965964142,5208291531
7587,Male,Rural,3446334032,Middle,Low,5431092082,6356806331,School,0841927929,2514855299
7588,Male,Urban,6481509504,Low,Low,5257456876.257233,7592285982,School,1448902117,3678241324
7589,Female,Urban,4154971747,High,Low,5718622263,4820895847,Graduate,0999099975,2809363281
7590,Male,Urban,3330331906,High,Low,5257456876.257233,7981674798,Graduate,1142938418,284345524
7591,Female,Rural,3529126694,Middle,Low,5348490156,3164597964,School,1246506589,2884073314
7592,Male,Urban,6058906428,Middle,Low,5120341906,5649566684,School,1917563539,3563500459
7593,Male,Urban,3235711818,Middle,Low,5848417989,4811248523,School,0660809512,2198026579
7594,Male,Rural,373474113,Low,Low,5331884971,3259432575,School,0764053557,2529824676
7595,Male,Urban,631773499,High,Low,4911852216,3565600788,Dropout,1537810933,435146082
7596,Male,Urban,6554697974,Middle,Low,5257456876.257233,7320989342,Graduate,146367561,3405306987
7597,Female,Urban,4859659121,Low,Low,4777042789,5525406191,School,1639574076,4082851395
7598,Male,Rural,6855520469,Low,Low,5257456876.257233,3740943266,School,2082429699,3713559809
7599,Female,Urban,7078467276,Middle,Low,5072331135,5663355983,Diploma,2742991076,5211937975
7600,Female,Urban,8501170992,High,Moderate,5164880562,63615082,Graduate,2764762728,6478207326
7601,Male,Rural,5193534262,High,Low,5364249525,3718969383,Diploma,2260366185,4150003565
7602,Male,Urban,5520317449,Low,Low,5179838539,320616747,Dropout,1263492391,3348056176
7603,Male,Urban,6592121901,Middle,Moderate,4633346955,4250088541,School,2503500893,5120953346
7604,Female,Urban,4185302286,Middle,Low,4923240187,4241123114,Graduate,0987069844,229982823
7605,Male,Rural,6931194111,Low,Low,4755589304,3941838267,Diploma,1815172384,4753131069
7606,Female,Urban,321574799,Low,Low,5009194555,4587083223,Diploma,1038148623,1820092332
7607,Male,Urban,5362469363,Low,Low,4693862893,2891686562,School,1762876539,4478235031
7608,Male,Rural,4849753275,Middle,Low,5726459775,5330573792,School,136988865,3076687507
7609,Female,Rural,4847254942,Middle,Low,5251894032,4354908754,Diploma,171094279,3252182814
7610,Male,Rural,2261759666,Low,Low,5207993197,325295267,Graduate,028651039,0951891194
7611,Female,Urban,6429840027,Middle,Low,5257456876.257233,7121576606,Graduate,1070549774,3458134639
7612,Female,Urban,5381317276,Low,Low,4813522388,2446875191,Diploma,219183563,3745690686
7613,Female,Rural,1097635081,Low,Low,5257456876.257233,4347194,Diploma,0097150975,0309714574
7614,Male,Urban,1780558509,Middle,Low,5947495086,5350016008,School,0357954286,1117699116
7615,Male,Urban,5058917938,Low,Low,4918430882,3721128223,School,184987835,3594922763
7616,Female,Urban,4911857879,Middle,Low,5644588442,5494061597,Diploma,1354123668,3793277059
7617,Male,Urban,5682757768,Middle,Low,5827487107,7414128474,Diploma,1057567928,2600933103
7618,Male,Rural,3484986486,Low,Low,5639562203,3503072225,Dropout,1049001796,3213449348
7619,Female,Rural,305810404,Low,Low,5257456876.257233,7650547732,School,0639047848,1734432414
7620,Female,Urban,4020794911,Middle,Low,5787665529,7634459979,Graduate,1855188915,3291271239
7621,Female,Rural,5011024671,Middle,Moderate,4799693768,5160205133,School,1445729583,3721352134
7622,Female,Urban,6763903458,Low,Moderate,4493331352,6122956644,School,2878488033,5020008136
7623,Female,Urban,4727240693,Middle,Low,5424017003,376619904,School,1092641511,2283776986
7624,Female,Urban,5980352076,Middle,Low,5321851929,5619536381,School,2150541826,3898454161
7625,Other,Rural,4277244431,Middle,Low,5598491589,5537007568,Graduate,2404228582,4251400294
7626,Female,Urban,725986754,Middle,Low,4834113762,3920877608,Diploma,1925996305,51531544
7627,Other,Urban,6672737329,Middle,Moderate,5278721335,5955397834,School,3557051401,6842709905
7628,Female,Urban,6198790791,Middle,Low,5730418059,5384304175,Graduate,1636308955,3968501641
7629,Male,Rural,4593082821,Low,Low,5985918427,7082149046,Graduate,1583308078,2680339699
7630,Female,Urban,1288596301,Low,Low,5603820969,7198320662,Graduate,0978506635,2814367285
7631,Female,Urban,2495167889,Middle,Low,5257456876.257233,4116562536,Graduate,0420828418,1181608581
7632,Male,Urban,5315035326,High,Low,5257456876.257233,537988011,Graduate,05921304,1495351444
7633,Male,Rural,1804759734,Low,,5257456876.257233,7274643461,Graduate,0417240946,1073732469
7634,Female,Urban,963910779,Middle,Low,4725906421,3897583633,School,2381996318,5130315453
7635,Female,Urban,6899618924,Middle,Low,5694326114,560067157,Graduate,2616903152,4632304969
7636,Female,Rural,3362719224,Middle,Low,5538030262,5718974011,School,0800255237,2602288973
7637,Female,Rural,4259025471,Low,Low,5933467661,7067158453,Diploma,1705113271,3039572924
7638,Male,Urban,3838963093,Low,Low,4572136646,4036933738,Diploma,1858743069,3144755153
7639,Other,Rural,5338131447,Low,Low,5023803774,4179133597,School,1241699361,2225341869
7640,Female,Urban,5936472892,High,Low,5638722058,708371172,School,1612726873,333391501
7641,Male,Urban,5693620437,Low,Low,5107214383,4590054629,Diploma,2658580261,5437464208
7642,Female,Urban,4079061927,Low,Low,5257456876.257233,6801697729,Graduate,0802150828,1579150177
7643,Female,Rural,5032601097,High,Low,5257456876.257233,8032009342,Postgraduate,1388874382,25501886
7644,Female,Urban,6790923447,Middle,Low,5456005826,6895729441,School,1337108612,3754879253
7645,Male,Rural,4267957246,High,Low,5257456876.257233,790811138,Diploma,0729778277,1911309741
7646,Male,Urban,5254218864,Middle,Low,5023423425,5065415106,School,1268826395,2958281946
7647,Male,Rural,2724792642,Middle,Low,5257456876.257233,556394058,Diploma,0804524008,2513939584
7648,Male,Urban,4542417574,Middle,Low,5521257898,5521341854,Graduate,0804138859,2460489409
7649,Female,Rural,4143686277,Low,Low,5321578661,384941493,School,0970051882,2395215943
7650,Female,Urban,4765664155,Low,Low,5828832931,722180807,Diploma,1196858129,2651766956
7651,Female,Urban,5318570056,Low,Low,5509164648,5983288013,School,1492152817,3431602099
7652,Male,Rural,4784711882,Middle,Low,5064319119,6559488518,School,1870691291,4292347352
7653,Male,Rural,3138692772,Middle,Low,5257456876.257233,8462402741,Graduate,0633573805,1475986419
7654,Male,Rural,6441850343,Middle,Low,5257456876.257233,7700072177,Postgraduate,0951854304,2773985277
7655,Female,Urban,3955040826,High,Low,5903082486,4970024556,Graduate,0702445175,2251869351
7656,Male,Urban,2655773595,Middle,Low,5863641988,4971360404,Diploma,0590218905,1097729373
7657,Female,Rural,420837565,Low,Low,5504422512,5983294254,Graduate,1470674713,2699513781
7658,Female,Urban,4872713515,Middle,Low,5257456876.257233,7400154624,Graduate,2722145148,5055445657
7659,Male,Rural,4243638313,Low,Low,4729008038,3976523757,Dropout,2660902122,4486807945
7660,Male,Rural,5158869353,Middle,Low,4224650868,361160716,Dropout,1614170227,5033212156
7661,Male,Urban,6561553007,Middle,Low,5047078483,6293920442,School,2162142301,607894342
7662,Male,Urban,7455224867,Low,Moderate,5257456876.257233,7543285103,School,3193568509,558542208
7663,Female,Rural,5325693745,Low,Low,5056079903,4856098421,School,2032723509,5386394925
7664,Female,Rural,4801479945,Low,Low,4922383505,4879770113,School,2383216334,4304772577
7665,Female,Rural,3758990811,Low,Low,5257456876.257233,7572376766,Graduate,160682634,320282226
7666,Male,Rural,4821544171,High,Low,5257456876.257233,7767465748,Graduate,2038287979,4480572683
7667,Female,Urban,3392871254,Middle,Moderate,5127859454,4598074951,Dropout,1751845664,3837421342
7668,Male,Urban,6489201828,High,Low,5053403785,5866557862,Graduate,0907929256,2764562355
7669,Male,Rural,5772331378,High,Moderate,5340459228,8647006807,School,1664991788,4433980807
7670,Female,Urban,4020183833,Low,Low,5585724429,3827615872,Dropout,1938083921,3805774902
7671,Male,Rural,4372502328,Low,Low,5257456876.257233,6650923061,School,1641367432,3318463949
7672,Male,Urban,6982517823,Middle,Low,5423964221,6690705656,Diploma,1031665358,3285487855
7673,Female,Urban,8915271553,High,Low,5983824863,7599292554,Graduate,1492586431,3520745332
7674,Other,Urban,5534863052,Middle,Low,5483565635,5608633176,Diploma,1063687026,1781175292
7675,Female,Rural,343857524,Low,Low,5510093605,5357020268,Graduate,1428472012,3776967557
7676,Male,Urban,448447819,Low,Moderate,4750919714,3877072674,Graduate,1715944336,4479717784
7677,Male,Rural,3758995595,High,Low,5773761751,5626212668,Diploma,0956024975,286689414
7678,Female,Urban,4618314629,Middle,Low,5705611449,4447749823,School,162398422,3383859723
7679,Female,Urban,5609117841,Low,Low,5380893534,5688959398,Graduate,2145254979,4105409712
7680,Male,Urban,4428283226,Middle,Low,5895160866,5685621324,Diploma,214060245,3568266147
7681,Male,Rural,2642716399,Low,Low,5533472675,6137655329,Diploma,0670054286,205938573
7682,Male,Urban,6878708552,Low,Moderate,5230072407,6544929622,Diploma,1577766315,4584479071
7683,Female,Rural,6408128146,Middle,Low,4290309952,2862135185,School,2565050562,5384929465
7684,Female,Rural,509880053,Middle,Low,5039021497,4835689045,Dropout,1147443331,2906412642
7685,Female,Urban,5468660618,Low,Moderate,5082073413,5744561351,Diploma,1777427372,5408452608
7686,Female,Urban,5248033399,Low,Low,5742405025,5316402809,Graduate,1181465979,258574523
7687,Male,Urban,5784865874,Middle,Low,5398680093,4124627266,School,2118403947,3872965069
7688,Male,Urban,5374529099,Middle,Low,5404514247,6244306479,Diploma,1979165891,5272359922
7689,Male,Urban,3572796204,Middle,Low,5730432192,554452273,Graduate,0853942811,156985483
7690,Male,Rural,2847273834,Middle,Low,5989763372,7959550582,Graduate,010408407,0337356219
7691,Male,Urban,7365406183,High,Moderate,4845803393,4563099284,Diploma,2610980429,5574418478
7692,Male,Urban,4724067924,Middle,Low,5257456876.257233,7179005735,Postgraduate,0669137911,170425826
7693,Male,Rural,6707735324,Low,Low,5970787039,6979602156,Postgraduate,108384487,2655548007
7694,Female,Urban,4238630696,Middle,Low,5267118088,528148338,Diploma,1507182553,4092058765
7695,Male,Rural,4334983957,Low,Moderate,4939694935,6475243443,Diploma,1905779958,3913155713
7696,Female,Rural,3521853349,Low,Low,4867222219,5652399923,Diploma,1216020804,3549454078
7697,Female,Urban,766482983,Middle,Low,5198480995,5552341874,Diploma,2273815954,5740371044
7698,Male,Rural,2516216444,Middle,Low,5487279584,4673040967,Diploma,0719974937,1677368682
7699,Other,Rural,5199832628,High,Moderate,5563623419,643087968,Diploma,1698789067,4453209508
7700,Female,Urban,8347551417,Low,Low,5606345022,4511049099,School,1878330287,4181378
7701,Female,Urban,4631570604,Middle,Low,5292817748,6544432622,Diploma,1320975152,32533008
7702,Male,Urban,5001902536,Low,Low,5061097103,6231482072,School,1985446373,3319162487
7703,Other,Urban,5066516727,High,Low,5788153006,6641380072,Graduate,0998709022,2294213657
7704,Female,Urban,398675173,Low,Low,5257456876.257233,4772139221,School,1537928541,3285119632
7705,Other,Urban,3757652931,Middle,Low,5767594861,8204975766,School,1661707242,3134023861
7706,Male,Rural,3169533533,Low,Low,4540145557,5138295872,Diploma,1257651956,2174510826
7707,Female,Urban,2193359352,High,Low,5257456876.257233,690604607,School,0625977395,1738677501
7708,Female,Urban,3685787711,Middle,Low,4535202717,3827274175,School,2391391366,4162039793
7709,Male,Rural,5199492677,Low,Moderate,4288483897,3062922552,School,2765268423,4741354252
7710,Male,Urban,4638053092,Low,Low,5680651544,6006444684,Diploma,0637481694,1383485998
7711,Female,Rural,6323514206,Middle,Low,5567134242,3592604198,Diploma,2730715088,5282088817
7712,Female,Rural,3992298048,Low,Low,5031872304,3747248078,Dropout,1960180579,3836883266
7713,Male,Urban,4748980188,High,Moderate,4768609454,3296293488,School,2300333447,3980349577
7714,Male,Urban,7337721752,Middle,Low,5050876023,476726385,Postgraduate,259701823,4476819635
7715,Female,Rural,2006397283,High,Low,5257456876.257233,5070237766,School,00,00
7716,Male,Urban,5309913286,Low,Low,5020585228,4850133368,Graduate,1593043979,3018663471
7717,Male,Rural,5406624191,High,Low,4744635052,4914299607,School,1202427816,2641151481
7718,Female,Rural,4288615063,High,Low,5464464041,7774778248,Graduate,1405273142,2980953191
7719,Female,Rural,514745151,High,Low,5257456876.257233,7414825738,Graduate,1372874843,3820525947
7720,Other,Rural,5895415351,High,Low,5257456876.257233,4736290536,School,1767021645,5214803104
7721,Female,Urban,7326773971,High,Moderate,4218413752,4941275133,Graduate,2933711607,5378693763
7722,Female,Urban,7968733586,High,Moderate,4984668546,7373435903,Graduate,2903217753,5294207487
7723,Female,Rural,799991994,Middle,Low,4941392614,3710290241,Diploma,2292496137,437258642
7724,Male,Urban,4124226402,Middle,Low,5972943156,8579557356,Diploma,1552776128,2724904666
7725,Male,Urban,5675264295,Middle,Low,4417471353,2039641833,School,1166861983,3252477791
7726,Female,Urban,7796633165,High,Moderate,5350129929,7231492666,Graduate,3131016122,5259595149
7727,Male,Urban,5781987867,High,Low,5880522909,6975335163,Postgraduate,0985081948,178575779
7728,Male,Urban,3017737702,High,Low,5027217786,2187433138,Dropout,1034927879,2780177154
7729,Female,Rural,4384374464,Middle,Low,5257456876.257233,100,School,0615802719,1988711741
7730,Female,Urban,4954582857,High,Low,5257456876.257233,9762004545,PhD,0980273547,272713603
7731,Female,Rural,7994865325,High,Moderate,5335379868,4183948643,School,1365593703.2115192,6532582248
7732,Female,Urban,4461042542,Low,Low,5087563006,4275008207,Dropout,1148698406,2795243324
7733,Female,Urban,5165349573,Middle,Low,4876391288,4991907923,Diploma,1657756476,3669585237
7734,Male,Urban,4545330689,Middle,Low,5364799636,7795052556,Dropout,1482194813,4748583993
7735,Other,Urban,6457334884,Middle,Moderate,4732575081,514317852,School,2554543248,5815641717
7736,Female,Rural,3600069407,Middle,Low,5203432878,4317072294,School,1147487855,2170667172
7737,Male,Urban,487182204,High,Low,5257456876.257233,8250302168,Graduate,1348981728,2365084748
7738,Male,Urban,7171651991,Low,Moderate,4253643354,3371382899,School,2012671064,5413511037
7739,Male,Rural,6599121875,Middle,Low,5197871949,6650280735,Diploma,181677791,4897604501
7740,Male,Rural,4975813338,High,Low,5257456876.257233,6265209807,Diploma,2120936976,51437331
7741,Male,Rural,5117779069,Middle,Low,5136212235,5241960363,Diploma,170876684,3818806583
7742,Female,Urban,5889265373,High,Low,5048278319,3896553576,School,1603634365,476236597
7743,Female,Urban,3561271389,Middle,Low,5257456876.257233,8020346839,Postgraduate,072807314,200530462
7744,Female,Rural,341266175,Low,Low,5257456876.257233,1719555151,School,1872341358,3646859579
7745,Male,Rural,6498927491,Middle,Low,4901066726,5029333748,Graduate,1164157452,2790885465
7746,Other,Urban,463006144,Middle,Low,5257456876.257233,90507501,Graduate,1300234771,2965184457
7747,Male,Urban,5945834294,High,Low,4575033964,3765853263,School,189760601,3760920113
7748,Male,Urban,0861036933,Low,Low,5627201329,3072585789,Dropout,00,00
7749,Female,Urban,6266315251,High,Low,5257456876.257233,7478866795,Diploma,0963692828,2861226776
7750,Female,Urban,4625974851,Middle,Low,5870556838,7091344261,Graduate,1290381233,2180910698
7751,Male,Urban,6344632189,High,Low,5442101267,6269010114,Graduate,2433593899,4203114355
7752,Female,Rural,4770191569,Middle,Low,5811211248,7547615953,School,1238236453,3708818588
7753,Female,Rural,6691123708,Middle,Low,4841544599,3499440584,School,1543360322,4734974356
7754,Female,Urban,5622732255,Low,Moderate,5007598929,5611577836,School,1443616272,4372625896
7755,Female,Rural,5706594668,High,Low,5257456876.257233,7235839722,Diploma,1630998797,4912429375
